,name,university,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission,สาขาวิชา,อัตราการได้งานทำ,ค่ามัธยฐานเงินเดือน
567,วศ.บ.วิศวกรรมวัสดุ-โลหการ (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วศ.บ.วิศวกรรมวัสดุ-โลหการ,Materials Engineering,ภาษาไทย ปกติ,นครราชสีมา,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 70.00 ของนักศึกษาปีการศึกษา 2565,,รับ 20 คน,รับ 20 คน,รับ 20 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 62.50 ของผู้จบการศึกษา,"19,380.95 บาท"
568,วศ.บ.วิศวกรรมวัสดุ-พอลิเมอร์ (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วศ.บ.วิศวกรรมวัสดุ-พอลิเมอร์,Materials Engineering,ภาษาไทย ปกติ,นครราชสีมา,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 83.33 ของนักศึกษาปีการศึกษา 2565,,รับ 20 คน,รับ 20 คน,รับ 20 คน,ไม่เปิดรับสมัครในรอบนี้,,-,-
569,วศ.บ.วิศวกรรมสำรวจและภูมิสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วศ.บ.วิศวกรรมสำรวจและภูมิสารสนเทศ,Programin Survey Engineering and Geomatics,ภาษาไทย ปกติ,นครราชสีมา,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",-,,รับ 10 คน,รับ 10 คน,รับ 10 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 48.15 ของผู้จบการศึกษา,"19,404.76 บาท"
570,วศ.บ.วิศวกรรมซ่อมบำรุงอากาศยาน (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วศ.บ.วิศวกรรมซ่อมบำรุงอากาศยาน,Programin Aircraft Maintenance Engineering,ภาษาไทย ปกติ,นครราชสีมา,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2565,,รับ 5 คน,รับ 5 คน,รับ 20 คน,ไม่เปิดรับสมัครในรอบนี้,,-,-
571,วศ.บ.วิศวกรรมอิเล็กทรอนิกส์-ระบบสื่อสาร (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วศ.บ.วิศวกรรมอิเล็กทรอนิกส์-ระบบสื่อสาร,Programin Electronics Engineering - Communication System,ภาษาไทย ปกติ,นครราชสีมา,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 95.65 ของนักศึกษาปีการศึกษา 2565,,รับ 2 คน,รับ 2 คน,รับ 15 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 78 ของผู้จบการศึกษา,"22,140.48 บาท"
572,วศ.บ.วิศวกรรมอิเล็กทรอนิกส์และระบบควบคุมอัตโนมัติ (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วศ.บ.วิศวกรรมอิเล็กทรอนิกส์และระบบควบคุมอัตโนมัติ,Program in Electronics Engineering and Automatic Control System,ภาษาไทย ปกติ,นครราชสีมา,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 95.65 ของนักศึกษาปีการศึกษา 2565,,รับ 3 คน,รับ 3 คน,รับ 3 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 55.38 ของผู้จบการศึกษา,"19,923.66 บาท"
573,วศ.บ.วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต นครราชสีมา,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน นครราชสีมา,วศ.บ.วิศวกรรมอุตสาหการ,Programin Industrial Engineering,ภาษาไทย ปกติ,นครราชสีมา,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 90.32 ของนักศึกษาปีการศึกษา 2565,,รับ 10 คน,รับ 1 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 59.09 ของผู้จบการศึกษา,"18,719.44 บาท"
574,วศ.บ.วิศวกรรมเครื่องจักรกลเกษตร (ภาษาไทย ปกติ) วิทยาเขต สุรินทร์,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน สุรินทร์,วศ.บ.วิศวกรรมเครื่องจักรกลเกษตร,Bachelor of Engineering Program in Agricultural Machinery Engineering,ภาษาไทย ปกติ,สุรินทร์,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2565,,รับ 5 คน,รับ 5 คน,รับ 10 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 80 ของผู้จบการศึกษา,"14,525 บาท"
575,วศ.บ.วิศวกรรมเครื่องกล-วิชาเอกวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต สุรินทร์,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน สุรินทร์,วศ.บ.วิศวกรรมเครื่องกล-วิชาเอกวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering-Mechanical Engineering,ภาษาไทย ปกติ,สุรินทร์,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 94.12 ของนักศึกษาปีการศึกษา 2565,,รับ 5 คน,รับ 5 คน,รับ 5 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 75.53 ของผู้จบการศึกษา,"19,691.07 บาท"
576,วศ.บ.วิศวกรรมเครื่องกล-วิชาเอกวิศวกรรมยานยนต์ (ภาษาไทย ปกติ) วิทยาเขต สุรินทร์,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน สุรินทร์,วศ.บ.วิศวกรรมเครื่องกล-วิชาเอกวิศวกรรมยานยนต์,Bachelor of Engineering Program in Mechanical Engineering-Automotive Engineering,ภาษาไทย ปกติ,สุรินทร์,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 94.12 ของนักศึกษาปีการศึกษา 2565,,รับ 5 คน,รับ 3 คน,รับ 2 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 75.53 ของผู้จบการศึกษา,"19,691.07 บาท"
577,วท.บ.เคมี-บูรณาการ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วท.บ.เคมี-บูรณาการ,Bachelor of Science Program in Chemistry-Integrated Chemistry,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 10,300 ต่อภาคเรียน หรือ 82,400 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 26.32 ของนักศึกษาปีการศึกษา 2565,,รับ 1 คน,รับ 1 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 87.5 ของผู้จบการศึกษา,"19,875 บาท"
578,วท.บ.เคมี-อุตสาหกรรม (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วท.บ.เคมี-อุตสาหกรรม,Bachelor of Science Program in Chemistry-Industrial Chemistry,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 10,300 ต่อภาคเรียน หรือ 82,400 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 26.32 ของนักศึกษาปีการศึกษา 2565,,รับ 1 คน,รับ 1 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,-,-
579,วท.บ.ฟิสิกส์และอุปกรณ์การแพทย์ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วท.บ.ฟิสิกส์และอุปกรณ์การแพทย์,Bachelor of Science Program in Medical Instrumentation Physics,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 10,300 ต่อภาคเรียน หรือ 82,400 บาท ตลอดหลักสูตร",-,,รับ 3 คน,รับ 2 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,-,-
580,วศ.บ.วิศวกรรมเครื่องจักรกลเกษตร (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วศ.บ.วิศวกรรมเครื่องจักรกลเกษตร,Bachelor of Engineering Program in Agricultural Machinery Engineering,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 58.82 ของนักศึกษาปีการศึกษา 2565,,รับ 8 คน,รับ 2 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 60 ของผู้จบการศึกษา,"36,656.25 บาท"
581,วศ.บ.วิศวกรรมแปรรูปอาหารและผลิตผลการเกษตร (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วศ.บ.วิศวกรรมแปรรูปอาหารและผลิตผลการเกษตร,Bachelor of Engineering Program in Processing Engineering of Food and Agricultural Products,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",-,,รับ 3 คน,รับ 2 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 83.33 ของผู้จบการศึกษา,"18,968.75 บาท"
582,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วศ.บ.วิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 14.29 ของนักศึกษาปีการศึกษา 2565,,รับ 8 คน,รับ 2 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 100 ของผู้จบการศึกษา,"20,615.38 บาท"
583,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วศ.บ.วิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 52.94 ของนักศึกษาปีการศึกษา 2565,,รับ 3 คน,รับ 2 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 67.86 ของผู้จบการศึกษา,"20,364.58 บาท"
584,วศ.บ.วิศวกรรมเครื่องกล-วิชาเอกวิศวกรรมระบบราง (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วศ.บ.วิศวกรรมเครื่องกล-วิชาเอกวิศวกรรมระบบราง,Bachelor of Engineering Program in Mechanical Engineering-Railway System,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",-,,รับ 3 คน,รับ 2 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,-,-
585,วศ.บ.วิศวกรรมเครื่องกล-ระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วศ.บ.วิศวกรรมเครื่องกล-ระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์,Bachelor of Engineering Program in Mechanical Engineering - Automation Robotics and Artificial Intelligence,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",-,,รับ 2 คน,รับ 2 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,-,-
586,วศ.บ.วิศวกรรมโลหการ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วศ.บ.วิศวกรรมโลหการ,Bachelor of Engineering Program in Metallurgical Engineering,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",-,,รับ 6 คน,รับ 2 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 65 ของผู้จบการศึกษา,"37,561.11 บาท"
587,วศ.บ.วิศวกรรมโทรคมนาคม (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วศ.บ.วิศวกรรมโทรคมนาคม,Bachelor of Engineering Program in Telecommunication Engineering,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 100 ของนักศึกษาปีการศึกษา 2565,,รับ 6 คน,รับ 2 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 73.68 ของผู้จบการศึกษา,"37,857.14 บาท"
588,วศ.บ.วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน ขอนแก่น,วศ.บ.วิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,ขอนแก่น,"อัตราค่าเล่าเรียน 12,000 ต่อภาคเรียน หรือ 96,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 46.94 ของนักศึกษาปีการศึกษา 2565,,รับ 15 คน,รับ 5 คน,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 72.22 ของผู้จบการศึกษา,"23,328.39 บาท"
589,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 10 คน,รับ 10 คน,รับ 10 คน,รับ 10 คน,,,
590,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยีอาคาร) (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยีอาคาร),B.Eng. Mechanical Engineering (Building technology),ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 10 คน,รับ 10 คน,รับ 10 คน,รับ 10 คน,,,
591,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยียานยนต์สมัยใหม่) (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยียานยนต์สมัยใหม่),B.Eng. Mechanical Engineering (Next Generation Automotive Technologies),ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 10 คน,รับ 10 คน,รับ 10 คน,รับ 10 คน,,,
592,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 25 คน,รับ 25 คน,รับ 25 คน,รับ 25 คน,,,
593,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ระบบควบคุมอัตโนมัติและหุ่นยนต์) (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ระบบควบคุมอัตโนมัติและหุ่นยนต์),B.Eng. Electrical Engineering (Automated control systems and robots),ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 25 คน,รับ 25 คน,รับ 25 คน,รับ 25 คน,,,
594,วศ.บ. สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมโยธา,B.Eng. Civil Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 25 คน,รับ 25 คน,รับ 25 คน,รับ 25 คน,,,
595,วศ.บ. สาขาวิชาวิศวกรรมโยธา(การจัดการงานก่อสร้าง) (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมโยธา(การจัดการงานก่อสร้าง),B.Eng. Civil Engineering (Construction Management),ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 25 คน,รับ 25 คน,รับ 25 คน,รับ 25 คน,,,
596,วศ.บ. สาขาวิชาวิศวกรรมระบบราง (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมระบบราง,B.Eng. Railway Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 5 คน,รับ 5 คน,รับ 5 คน,รับ 10 คน,,,
597,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและการจัดการ (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและการจัดการ,B.Eng. Industrial Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 5 คน,รับ 5 คน,รับ 5 คน,รับ 5 คน,,,
598,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและการจัดการ (การจัดการวิศวกรรม) (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและการจัดการ (การจัดการวิศวกรรม),B.Eng. Industrial Engineering (Engineering Management),ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 5 คน,รับ 5 คน,รับ 5 คน,รับ 5 คน,,,
599,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,B.Sc. Computer Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 10 คน,รับ 10 คน,รับ 10 คน,รับ 10 คน,,,
600,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์(AIoT (AI and IoT) ) (ภาษาไทย ปกติ),มหาวิทยาลัยศรีปทุม,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์(AIoT (AI and IoT) ),B.Sc. Computer Engineering (AI and IoT) ),ภาษาไทย ปกติ,วิทยาเขตหลัก,,,,รับ 10 คน,รับ 10 คน,รับ 10 คน,รับ 10 คน,,,
601,หลักสูตรวิทยาศาสตรบัณฑิต (วิศวกรรมการเงิน) (ภาษาไทย ปกติ),มหาวิทยาลัยหอการค้าไทย,หลักสูตรวิทยาศาสตรบัณฑิต (วิศวกรรมการเงิน),B.S. (Financial Engineering),ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 300,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 70 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 100 ของผู้จบการศึกษา,
602,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมคอมพิวเตอร์และปัญญาประดิษฐ์) (ภาษาไทย ปกติ),มหาวิทยาลัยหอการค้าไทย,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมคอมพิวเตอร์และปัญญาประดิษฐ์),B.Eng. (Computer Engineering and Artificial Intelligence),ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 340,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 60 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 100 ของผู้จบการศึกษา,
603,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้าและพลังงาน) (ภาษาไทย ปกติ),มหาวิทยาลัยหอการค้าไทย,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้าและพลังงาน),B.Eng. (Electrical and Energy Engineering),ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 340,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 60 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 100 ของผู้จบการศึกษา,
604,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมโลจิสติกส์) (ภาษาไทย ปกติ),มหาวิทยาลัยหอการค้าไทย,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมโลจิสติกส์),B.Eng. (Logistics Engineering),ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 340,000 บาท ตลอดหลักสูตร",อัตราการจบการศึกษา ร้อยละ 80 ของนักศึกษาปีการศึกษา 2566,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 60 คน,ไม่เปิดรับสมัครในรอบนี้,,ร้อยละ 100 ของผู้จบการศึกษา,
605,หลักสูตรมาตรฐาน สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),มหาวิทยาลัยเทคโนโลยีมหานคร,หลักสูตรมาตรฐาน,Standard curriculum,ภาษาไทย ปกติ,วิทยาเขตหลัก,_,,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 50 คน,ไม่เปิดรับสมัครในรอบนี้,ภาษาไทย,,
606,หลักสูตรมาตรฐาน สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),มหาวิทยาลัยเทคโนโลยีมหานคร,หลักสูตรมาตรฐาน,Standard curriculum,ภาษาไทย ปกติ,วิทยาเขตหลัก,_,,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 50 คน,ไม่เปิดรับสมัครในรอบนี้,ภาษาไทย,,
607,หลักสูตรมาตรฐาน สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),มหาวิทยาลัยเทคโนโลยีมหานคร,หลักสูตรมาตรฐาน,Standard curriculum,ภาษาไทย ปกติ,วิทยาเขตหลัก,_,,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 50 คน,ไม่เปิดรับสมัครในรอบนี้,ภาษาไทย,,
608,หลักสูตรมาตรฐาน สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),มหาวิทยาลัยเทคโนโลยีมหานคร,หลักสูตรมาตรฐาน,Standard curriculum,ภาษาไทย ปกติ,วิทยาเขตหลัก,_,,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 50 คน,ไม่เปิดรับสมัครในรอบนี้,ภาษาไทย,,
609,หลักสูตรมาตรฐาน สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),มหาวิทยาลัยเทคโนโลยีมหานคร,หลักสูตรมาตรฐาน,Standard curriculum,ภาษาไทย ปกติ,วิทยาเขตหลัก,_,,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 50 คน,ไม่เปิดรับสมัครในรอบนี้,ภาษาไทย,,
610,หลักสูตรมาตรฐาน สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),มหาวิทยาลัยเทคโนโลยีมหานคร,หลักสูตรมาตรฐาน,Standard curriculum,ภาษาไทย ปกติ,วิทยาเขตหลัก,_,,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 50 คน,ไม่เปิดรับสมัครในรอบนี้,ภาษาไทย,,
611,หลักสูตรมาตรฐาน สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),มหาวิทยาลัยเทคโนโลยีมหานคร,หลักสูตรมาตรฐาน,Standard curriculum,ภาษาไทย ปกติ,วิทยาเขตหลัก,_,,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 50 คน,ไม่เปิดรับสมัครในรอบนี้,ภาษาไทย,,
612,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),มหาวิทยาลัยรังสิต,วศ.บ.วิศวกรรมคอมพิวเตอร์,B.Eng. Computer Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าเล่าเรียนตลอดหลักสูตร 396,800",75%,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 30 คน,ไม่เปิดรับสมัครในรอบนี้,,100%,25000
